Municipio;Cod_Municipio;Provincia;Cod_Provincia;Cod_INE;Población;Mancomunidades;Entidades Locales Menores;Comarca;Longitud;Latitud;CoordenadaX;CoordenadaY;Posición;presencia_de_comercio
CALZADA DE VALDUNCIEL;73;SALAMANCA;37;37073;698;COMARCA DE LEDESMA;;;-5.702168;41.086248;273028.4;4551850.37;41.08624799906534,-5.702168;0
CANDELARIO;78;SALAMANCA;37;37078;874;RUTA DE LA PLATA;;;-5.741664;40.365275;267209.68;4471909.17;40.36527499906882,-5.741664;0
CANTALAPIEDRA;81;SALAMANCA;37;37081;923;ZONA DE CANTALAPIEDRA Y LAS VILLAS;;;-5.183586;41.125488;316699.72;4554985.41;41.125487999065165,-5.183585999999999;0
CANTALPINO;82;SALAMANCA;37;37082;821;ZONA DE CANTALAPIEDRA Y LAS VILLAS;;;-5.327984;41.052737;304361.61;4547222.46;41.052736999065495,-5.327984;0
CARBAJOSA DE LA SAGRADA;85;SALAMANCA;37;37085;7368;;;;-5.651181;40.932947;276794.38;4534698.24;40.93294699906603,-5.651180999999999;0
CARRASCAL DEL OBISPO;88;SALAMANCA;37;37088;194;LAS DEHESAS;;;-5.999737;40.763456;246800.53;4516828.93;40.76345599906683,-5.999737;0
CASILLAS DE FLORES;91;SALAMANCA;37;37091;191;AGUAS ÁGUEDA-AZABA,ALTO ÁGUEDA;;;-6.753858;40.382444;181329.61;4476974.81;40.38244399906874,-6.753858;0
CASTELLANOS DE MORISCOS;92;SALAMANCA;37;37092;2809;LA ARMUÑA;;;-5.591607;41.018509;282092.41;4544047.34;41.01850899906565,-5.591606999999999;0
CASTELLANOS DE VILLIQUERA;185;SALAMANCA;37;37185;653;COMARCA DE LEDESMA;MOZODIEL DE SANCHIÑIGO;;-5.694527;41.051328;273550.38;4547953.34;41.05132799906549,-5.694527;0
CASTRAZ;97;SALAMANCA;37;37097;38;LAS DEHESAS;;;-6.334477;40.705472;218296.71;4511411.74;40.705471999067115,-6.334477000000001;0
CERECEDA DE LA SIERRA;99;SALAMANCA;37;37099;67;LAS DEHESAS;;;-6.091269;40.566466;238303.78;4495226.02;40.5664659990678,-6.091268999999999;0
CEREZAL DE PEÑAHORCADA;100;SALAMANCA;37;37100;64;CENTRO DUERO;;;-6.651394;41.130802;193491.83;4559706.55;41.13080199906514,-6.651394000000001;0
DIOS LE GUARDE;115;SALAMANCA;37;37115;117;RIBERAS DEL AGUEDA, YELTES Y AGADON;;;-6.312029;40.642029;219927.8;4504295.77;40.64202899906742,-6.312028999999998;0
EL ARCO;34;SALAMANCA;37;37034;93;COMARCA DE LEDESMA;;;-5.824781;41.109875;262813.37;4554800.34;41.10987499906524,-5.824781;0
EL BODÓN;54;SALAMANCA;37;37054;256;ALTO ÁGUEDA;;;-6.574138;40.487727;197063.15;4488031.69;40.487726999068194,-6.5741380000000005;0
EL PAYO;234;SALAMANCA;37;37234;313;ALTO ÁGUEDA;;;-6.726841;40.286541;183174.67;4466229.1;40.286540999069246,-6.726841;0
FUENTEGUINALDO;136;SALAMANCA;37;37136;674;AGUAS ÁGUEDA-AZABA,ALTO ÁGUEDA;;;-6.676247;40.428683;188133.39;4481831.71;40.42868299906849,-6.676247000000002;0
HINOJOSA DE DUERO;160;SALAMANCA;37;37160;616;COMARCA DEL ABADENGO;;;-6.796383;40.985442;180615.14;4544086.3;40.98544199906578,-6.796383;0
HORCAJO MEDIANERO;162;SALAMANCA;37;37162;223;AGUAS DE SANTA TERESA,ALTO TORMES;;;-5.405967;40.639118;296545.64;4501480.07;40.63911799906744,-5.405967000000001;0
ITUERO DE AZABA;166;SALAMANCA;37;37166;204;AGUAS ÁGUEDA-AZABA,ALTO ÁGUEDA;;;-6.692268;40.485746;187039.32;4488224.59;40.4857459990682,-6.692268000000001;0
SALDEANA;275;SALAMANCA;37;37275;98;CENTRO DUERO;;;-6.639199;41.020337;194003.03;4547397.38;41.02033699906563,-6.639198999999998;0
SAN ESTEBAN DE LA SIERRA;284;SALAMANCA;37;37284;357;EMBALSE DE BÉJAR,ENTRESIERRAS;;;-5.906054;40.506716;253766.69;4488058.13;40.5067159990681,-5.906053999999999;0
SAN MIGUEL DE VALERO;287;SALAMANCA;37;37287;332;ENTRESIERRAS,GUIJUELO Y SU ENTORNO COMARCAL;;;-5.921316;40.543476;252608.68;4492182.09;40.543475999067915,-5.921316;0
SAN PEDRO DE ROZADOS;291;SALAMANCA;37;37291;276;CUATRO CAMINOS;;;-5.738097;40.790567;268981.44;4519116.16;40.7905669990667,-5.738097;0
SAN PELAYO DE GUAREÑA;292;SALAMANCA;37;37292;96;COMARCA DE LEDESMA;;;-5.857774;41.115797;260064.36;4555548.33;41.11579699906522,-5.857774;0
SANTIAGO DE LA PUEBLA;296;SALAMANCA;37;37296;297;MARGAÑÁN;;;-5.27991;40.800842;307672.54;4519150.13;40.800841999066655,-5.27991;0
TERRADILLOS;322;SALAMANCA;37;37322;3096;RUTAS DE ALBA;;;-5.540784;40.837977;285783.46;4523878.23;40.83797699906648,-5.540784;0
EL ESPINAR;76;SEGOVIA;40;40076;9476;MANCOMUNIDAD INTERMUNICIPAL LOS ANGELES DE SAN RAFAEL (MILASR);;;-4.24753;40.718093;394633.79;4508211.89;40.71809299906705,-4.24753;0
ENCINILLAS;72;SEGOVIA;40;40072;319;ERESMA;;;-4.157913;41.017819;402643.01;4541380.8;41.01781899906565,-4.157913;0
FRESNEDA DE CUÉLLAR;78;SEGOVIA;40;40078;166;CEGA,RIO ERESMA;;;-4.450392;41.318275;378606.79;4575104.17;41.31827499906434,-4.450391999999999;0
FUENTE EL OLMO DE ÍSCAR;84;SEGOVIA;40;40084;49;CEGA,RIO ERESMA;;;-4.494531;41.279798;374838.85;4570895.16;41.27979799906451,-4.494530999999999;0
FUENTESAÚCO DE FUENTIDUEÑA;89;SEGOVIA;40;40089;234;COMARCA DE LA CHURRERIA;;;-4.062501;41.424504;411217.16;4586427.41;41.42450399906391,-4.062501;0
FUENTESOTO;91;SEGOVIA;40;40091;108;;;;-3.918604;41.456727;423279.32;4589867.35;41.45672699906377,-3.918604;0
HONRUBIA DE LA CUESTA;99;SEGOVIA;40;40099;54;VALLE DEL RIO RIAZA;;;-3.704685;41.510916;441194.7;4595715.79;41.51091599906357,-3.7046849999999996;0
HONTANARES DE ERESMA;101;SEGOVIA;40;40101;1502;ERESMA;;;-4.203476;40.981807;398756.97;4537434.83;40.98180699906581,-4.203476;0
JUARROS DE VOLTOYA;106;SEGOVIA;40;40106;188;RIBERAS DEL VOLTOYA;;;-4.518624;41.03245;372341.96;4543470.06;41.03244999906558,-4.518624;0
MARTÍN MUÑOZ DE LA DEHESA;120;SEGOVIA;40;40120;244;RIBERAS DEL VOLTOYA,RIO ERESMA;;;-4.686916;41.066221;358267.02;4547479.15;41.06622099906543,-4.686916;0
MONTEJO DE ARÉVALO;129;SEGOVIA;40;40129;174;RIBERAS DEL VOLTOYA,RIO ERESMA;;;-4.6652;41.140399;360249.03;4555679.17;41.140398999065106,-4.6652;0
VILLAMUERA DE LA CUEZA;224;PALENCIA;34;34224;36;CAMPOS Y NAVA;;;-4.689011;42.259731;360688.45;4679995.66;42.259730999060935,-4.689011;0
VILLARMENTERO DE CAMPOS;230;PALENCIA;34;34230;18;AGUAS DEL OTERO,CAMINO DE SANTIAGO;;;-4.499839;42.296943;376364.71;4683835.45;42.29694299906081,-4.499838999999999;0
VILLODRE;241;PALENCIA;34;34241;17;CANAL DEL PISUERGA;;;-4.245446;42.21172;397196.94;4674034.43;42.21171999906108,-4.245446000000001;0
VILLOVIECO;246;PALENCIA;34;34246;68;AGUAS DEL OTERO,CAMINO DE SANTIAGO;;;-4.471599;42.29648;378691.73;4683743.43;42.296479999060814,-4.471599;0
AHIGAL DE VILLARINO;4;SALAMANCA;37;37004;24;CABEZA DE HORNO,VITIGUDINO;;;-6.379301;41.157967;216452.99;4561799.79;41.157966999065025,-6.379301;0
ALDEADÁVILA DE LA RIBERA;14;SALAMANCA;37;37014;1181;CENTRO DUERO;;;-6.619562;41.218461;196569.75;4569328.66;41.218460999064774,-6.619561999999999;0
ANAYA DE ALBA;29;SALAMANCA;37;37029;188;AGUAS DE SANTA TERESA,TIERRAS DEL TORMES;HERREZUELO;;-5.493136;40.728217;289454.56;4511577.16;40.72821699906699,-5.493136;0
ARABAYONA DE MÓGICA;31;SALAMANCA;37;37031;339;ZONA DE CANTALAPIEDRA Y LAS VILLAS;;;-5.385985;41.047344;299470.56;4546755.44;41.04734399906552,-5.385985;0
ÉJEME;118;SALAMANCA;37;37118;129;TIERRAS DEL TORMES;;;-5.539823;40.766507;285634.5;4515941.2;40.76650699906681,-5.539823;0
EL CAMPO DE PEÑARANDA;77;SALAMANCA;37;37077;249;ZONA DE CANTALAPIEDRA Y LAS VILLAS;;;-5.257393;40.984921;310099.6;4539537.37;40.984920999065785,-5.257393;0
ENCINAS DE ARRIBA;122;SALAMANCA;37;37122;240;PANTANO DE SANTA TERESA;;;-5.557329;40.771651;284173.49;4516555.2;40.771650999066786,-5.557328999999999;0
ESPADAÑA;126;SALAMANCA;37;37126;38;CABEZA DE HORNO,VITIGUDINO;;;-6.285203;41.062158;223948.14;4550858.84;41.06215799906544,-6.285203000000001;0
GARCIBUEY;147;SALAMANCA;37;37147;189;SIERRA DE FRANCIA;;;-5.992884;40.516081;246443.75;4489344.12;40.51608099906805,-5.992884;0
HERGUIJUELA DE LA SIERRA;158;SALAMANCA;37;37158;241;SIERRA DE FRANCIA;;;-6.073537;40.445536;239336.86;4481747.19;40.445535999068404,-6.073537000000001;0
HORCAJO DE MONTEMAYOR;161;SALAMANCA;37;37161;133;EMBALSE DE BÉJAR,RUTA DE LA PLATA;;;-5.894345;40.42155;254448.72;4478570.2;40.42154999906854,-5.8943449999999995;0
LA ALAMEDA DE GARDÓN;5;SALAMANCA;37;37005;67;PUENTE LA UNIÓN;;;-6.758225;40.650296;182228.03;4506732.28;40.65029599906738,-6.7582249999999995;0
LA ALAMEDILLA;6;SALAMANCA;37;37006;121;ALTO ÁGUEDA;;;-6.827574;40.472387;175503.56;4487230.64;40.47238699906828,-6.827574000000001;0
LA ALBERCA;10;SALAMANCA;37;37010;1065;SIERRA DE FRANCIA;;;-6.10994;40.488659;236417.86;4486643.11;40.48865899906819,-6.10994;0
LA CALZADA DE BÉJAR;71;SALAMANCA;37;37071;91;EMBALSE DE BÉJAR,RUTA DE LA PLATA;;;-5.815877;40.409978;261065.68;4477070.17;40.4099779990686,-5.815877;0
LA FUENTE DE SAN ESTEBAN;135;SALAMANCA;37;37135;1270;CAMPO CHARRO,LAS DEHESAS;BOADILLA;;-6.257462;40.801782;225201.51;4521860.8;40.80178199906665,-6.257462;0
LA ORBADA;224;SALAMANCA;37;37224;190;LA ARMUÑA;VILLANUEVA DE LOS PAVONES;;-5.482918;41.102156;291496.54;4553068.43;41.102155999065275,-5.482918;0
LA RINCONADA DE LA SIERRA;268;SALAMANCA;37;37268;104;LAS DEHESAS;;;-6.019858;40.610986;244519.7;4499958.99;40.610985999067566,-6.019858;0
LA SAGRADA;273;SALAMANCA;37;37273;89;LAS DEHESAS;;;-6.072182;40.743607;240607.58;4514836.9;40.74360699906692,-6.072182;0
LA TALA;315;SALAMANCA;37;37315;80;AGUAS DE SANTA TERESA,ALTO TORMES;;;-5.53713;40.588985;285292.61;4496226.13;40.588984999067684,-5.53713;0
LA VIDOLA;349;SALAMANCA;37;37349;107;;;;-6.487105;41.153011;207383.92;4561606.69;41.153010999065046,-6.487105000000001;0
LEDESMA;170;SALAMANCA;37;37170;1553;COMARCA DE LEDESMA;;;-5.999971;41.087852;248017.23;4552847.19;41.087851999065336,-5.999971000000001;0
MACHACÓN;175;SALAMANCA;37;37175;446;DEL AZUD;;;-5.524237;40.926241;287461.43;4533637.29;40.92624099906607,-5.524237;0
MADROÑAL;176;SALAMANCA;37;37176;136;SIERRA DE FRANCIA;;;-6.062963;40.464237;240305.84;4483792.17;40.46423699906831,-6.062962999999999;0
MALPARTIDA;178;SALAMANCA;37;37178;96;MARGAÑÁN;;;-5.231843;40.762923;311620.55;4514836.1;40.76292299906684,-5.231843;0
MARTIAGO;181;SALAMANCA;37;37181;254;ALTO ÁGUEDA,BURGUILLOS;;;-6.490816;40.453461;203976.1;4483943.86;40.45346099906837,-6.490815999999999;0
MARTINAMOR;182;SALAMANCA;37;37182;81;CUATRO CAMINOS,PANTANO DE SANTA TERESA;;;-5.598974;40.806262;280772.45;4520501.24;40.80626199906663,-5.598974000000001;0
MIEZA;190;SALAMANCA;37;37190;189;CENTRO DUERO;;;-6.687975;41.162497;190569.77;4563355.58;41.16249699906501,-6.687975000000001;0
MIRANDA DE AZÁN;192;SALAMANCA;37;37192;449;PANTANO DE SANTA TERESA;;;-5.681821;40.886518;274056.38;4529622.23;40.88651799906626,-5.681820999999999;0
MOGARRAZ;194;SALAMANCA;37;37194;260;SIERRA DE FRANCIA;;;-6.052802;40.492175;241274.81;4486864.13;40.492174999068176,-6.052802000000001;0
MONLERAS;198;SALAMANCA;37;37198;226;CABEZA DE HORNO,COMARCA DE LEDESMA;;;-6.225906;41.186679;229444.05;4564498.96;41.1866789990649,-6.225906;0
MORASVERDES;204;SALAMANCA;37;37204;245;RIBERAS DEL AGUEDA, YELTES Y AGADON;;;-6.2751;40.601582;222883.84;4499687.83;40.60158199906761,-6.275099999999998;0
MORILLE;205;SALAMANCA;37;37205;227;CUATRO CAMINOS,PANTANO DE SANTA TERESA;;;-5.697829;40.806982;272435.43;4520833.19;40.806981999066615,-5.697828999999999;0
MORIÑIGO;206;SALAMANCA;37;37206;96;ZONA DE CANTALAPIEDRA Y LAS VILLAS;;;-5.413756;40.970195;296899.49;4538254.35;40.97019499906586,-5.413755999999999;0
MORISCOS;207;SALAMANCA;37;37207;487;LA ARMUÑA;;;-5.582243;41.007425;282843.41;4542793.32;41.0074249990657,-5.582243;0
MORONTA;208;SALAMANCA;37;37208;75;VITIGUDINO,YELTES;;;-6.431896;40.977858;211251.23;4541973.62;40.97785799906582,-6.431896000000001;0
MOZÁRBEZ;209;SALAMANCA;37;37209;507;CUATRO CAMINOS,PANTANO DE SANTA TERESA;;;-5.65112;40.856839;276543.4;4526248.24;40.85683899906639,-5.65112;0
NAVA DE BÉJAR;213;SALAMANCA;37;37213;86;EMBALSE DE BÉJAR,PANTANO DE SANTA TERESA;;;-5.680725;40.474209;272751.63;4483844.1;40.47420899906826,-5.680724999999999;0
NAVA DE FRANCIA;214;SALAMANCA;37;37214;118;LAS DEHESAS;;;-6.116042;40.535564;236084.82;4491869.04;40.53556399906796,-6.116042000000001;0
NAVA DE SOTROBAL;215;SALAMANCA;37;37215;163;COMARCA DE PEÑARANDA;;;-5.286611;40.889929;307365.51;4529055.24;40.889928999066235,-5.286610999999999;0
NAVAMORALES;218;SALAMANCA;37;37218;47;ALTO TORMES;;;-5.477873;40.477154;289958.67;4483668.12;40.47715399906824,-5.477872999999999;0
PALACIOS DEL ARZOBISPO;226;SALAMANCA;37;37226;175;COMARCA DE LEDESMA;;;-5.890152;41.165614;257529.35;4561169.32;41.16561399906499,-5.890152;0
PALENCIA DE NEGRILLA;229;SALAMANCA;37;37229;151;LA ARMUÑA;;;-5.600537;41.094281;281592.44;4552482.39;41.094280999065305,-5.600536999999999;0
PEDROSILLO DE ALBA;236;SALAMANCA;37;37236;125;TIERRAS DEL TORMES;TURRA DE ALBA;;-5.396519;40.822789;297901.51;4521849.18;40.822788999066546,-5.396518999999999;0
PEDROSILLO DE LOS AIRES;237;SALAMANCA;37;37237;323;CUATRO CAMINOS,PANTANO DE SANTA TERESA;;;-5.705231;40.714584;271494.49;4510594.13;40.714583999067074,-5.705231;0
PEÑAPARDA;245;SALAMANCA;37;37245;339;ALTO ÁGUEDA;;;-6.668604;40.320593;188283.5;4469803.01;40.32059299906907,-6.668604;0
PERALEJOS DE ABAJO;248;SALAMANCA;37;37248;170;CABEZA DE HORNO,VITIGUDINO;;;-6.363154;41.004329;217149.22;4544687.73;41.0043289990657,-6.363154;0
PEROMINGO;251;SALAMANCA;37;37251;125;EMBALSE DE BÉJAR,ENTRESIERRAS;;;-5.772246;40.463105;264953.64;4482851.12;40.46310499906832,-5.772245999999999;0
POVEDA DE LAS CINTAS;256;SALAMANCA;37;37256;203;ZONA DE CANTALAPIEDRA Y LAS VILLAS;;;-5.260803;41.046086;309988.64;4546335.44;41.04608599906552,-5.260802999999999;0
PUEBLA DE AZABA;258;SALAMANCA;37;37258;140;AGUAS ÁGUEDA-AZABA,ALTO ÁGUEDA;;;-6.745221;40.446846;182366.48;4484094.65;40.44684599906841,-6.745220999999999;0
PUERTAS;262;SALAMANCA;37;37262;73;CABEZA DE HORNO,VITIGUDINO;;;-6.286369;41.096762;223995.1;4554704.86;41.09676199906529,-6.286368999999999;0
RÁGAMA;265;SALAMANCA;37;37265;210;COMARCA DE PEÑARANDA;;;-5.127972;40.996751;321019.69;4540577.31;40.996750999065746,-5.127972;0
RETORTILLO;267;SALAMANCA;37;37267;182;CAMPO CHARRO,LAS DEHESAS;;;-6.359711;40.802287;216576.54;4522242.73;40.802286999066645,-6.359711;0
ROBLEDA;269;SALAMANCA;37;37269;470;ALTO ÁGUEDA;;;-6.605611;40.384881;193928.32;4476720.89;40.38488099906872,-6.605611;0
SAELICES EL CHICO;272;SALAMANCA;37;37272;159;PUENTE LA UNIÓN;;;-6.63296;40.670549;192914.89;4508535.34;40.67054899906728,-6.63296;0
SALMORAL;276;SALAMANCA;37;37276;124;MARGAÑÁN;;;-5.219267;40.80153;312790.54;4519095.14;40.80152999906665,-5.219267000000001;0
SAN CRISTÓBAL DE LA CUESTA;278;SALAMANCA;37;37278;1029;LA ARMUÑA;;;-5.618797;41.029414;279842.39;4545326.34;41.029413999065596,-5.618797;0
SAN FELICES DE LOS GALLEGOS;285;SALAMANCA;37;37285;367;COMARCA DEL ABADENGO;;;-6.70893;40.848965;187330.48;4528615.15;40.84896499906642,-6.70893;0
SAN MARTÍN DEL CASTAÑAR;286;SALAMANCA;37;37286;228;SIERRA DE FRANCIA;;;-6.06376;40.5214;240458.8;4490141.09;40.52139999906803,-6.063760000000001;0
SAN MIGUEL DEL ROBLEDO;36;SALAMANCA;37;37036;54;SIERRA DE FRANCIA;;;-6.044636;40.536416;242136.78;4491752.07;40.536415999067955,-6.044636;0
SANCHÓN DE LA SAGRADA;281;SALAMANCA;37;37281;38;LAS DEHESAS;;;-6.025265;40.743902;244570.57;4514731.92;40.74390199906692,-6.025264999999999;0
SOBRADILLO;311;SALAMANCA;37;37311;196;COMARCA DEL ABADENGO;;;-6.796646;40.916351;180259.33;4536415.21;40.91635099906611,-6.796645999999998;0
TABERA DE ABAJO;314;SALAMANCA;37;37314;109;COMARCA DE LEDESMA;;;-6.001915;40.909399;247172.31;4533039.02;40.90939899906614,-6.0019149999999994;0
TOPAS;323;SALAMANCA;37;37323;534;LA ARMUÑA;;;-5.634428;41.156972;278956.48;4559528.4;41.156971999065036,-5.634427999999999;0
TORDILLOS;324;SALAMANCA;37;37324;328;MARGAÑÁN;;;-5.352762;40.853505;301683.5;4525159.2;40.85350499906641,-5.352761999999999;0
TORRESMENUDAS;327;SALAMANCA;37;37327;201;COMARCA DE LEDESMA;;;-5.784557;41.102037;266163.39;4553821.34;41.10203699906528,-5.784557;0
VALDELAGEVE;334;SALAMANCA;37;37334;65;EMBALSE DE BÉJAR,RUTA DE LA PLATA;;;-5.992302;40.368858;245938.84;4472997.29;40.36885799906881,-5.992301999999998;0
VALDELOSA;335;SALAMANCA;37;37335;404;COMARCA DE LEDESMA;;;-5.783025;41.171713;266539.42;4561553.36;41.17171299906496,-5.783024999999999;0
VALDEMIERQUE;336;SALAMANCA;37;37336;64;CUATRO CAMINOS,PANTANO DE SANTA TERESA;;;-5.583892;40.82204;282096.44;4522215.24;40.822039999066554,-5.583892;0
VALDERRODRIGO;337;SALAMANCA;37;37337;136;CENTRO DUERO;;;-6.509413;41.064661;205116.03;4551871.59;41.06466099906544,-6.509412999999999;0
VALERO;339;SALAMANCA;37;37339;302;SIERRA DE FRANCIA;;;-5.942157;40.534885;250811.7;4491287.1;40.53488499906796,-5.942157;0
VALVERDE DE VALDELACASA;341;SALAMANCA;37;37341;66;EMBALSE DE BÉJAR,ENTRESIERRAS;;;-5.781647;40.480578;264217.64;4484816.11;40.48057799906823,-5.781647;0
VILLAGONZALO DE TORMES;352;SALAMANCA;37;37352;237;DEL AZUD;;;-5.49663;40.891643;289676.45;4529729.26;40.89164299906623,-5.496629999999999;0
VILLAMAYOR;354;SALAMANCA;37;37354;7371;;MOZODIEL DE SANCHIÑIGO;;-5.696926;40.999644;273171.36;4542221.29;40.999643999065725,-5.6969259999999995;0
VILLAR DE GALLIMAZO;358;SALAMANCA;37;37358;210;COMARCA DE PEÑARANDA;;;-5.288824;40.953739;307364.55;4536144.34;40.95373899906594,-5.288824;0
VILLAR DE PERALONSO;360;SALAMANCA;37;37360;212;CABEZA DE HORNO,COMARCA DE LEDESMA;;;-6.221732;41.032151;229159.17;4547327.89;41.03215099906558,-6.221731999999999;0
VILLARMAYOR;365;SALAMANCA;37;37365;173;COMARCA DE LEDESMA;;;-5.972387;41.014903;250058.26;4544668.16;41.01490299906565,-5.972387000000001;0
VILLASRUBIAS;371;SALAMANCA;37;37371;251;ALTO ÁGUEDA;;;-6.639055;40.338459;190876.42;4471682.98;40.33845899906897,-6.639054999999999;0
VILLAVIEJA DE YELTES;373;SALAMANCA;37;37373;745;VITIGUDINO,YELTES;;;-6.467806;40.875554;207778.41;4530733.55;40.87555399906631,-6.467806;0
VILLORUELA;375;SALAMANCA;37;37375;761;ZONA DE CANTALAPIEDRA Y LAS VILLAS;;;-5.394406;41.007556;298641.52;4542357.4;41.007555999065694,-5.394405999999999;0
ZAMAYÓN;379;SALAMANCA;37;37379;198;COMARCA DE LEDESMA;;;-5.829529;41.147757;262551.38;4559019.34;41.147756999065074,-5.829529000000001;0
ZARAPICOS;380;SALAMANCA;37;37380;59;COMARCA DE LEDESMA;;;-5.844796;41.038635;260874.35;4546945.28;41.03863499906554,-5.844795999999999;0
ZORITA DE LA FRONTERA;382;SALAMANCA;37;37382;170;ZONA DE CANTALAPIEDRA Y LAS VILLAS;;;-5.196686;41.014215;315288.66;4542659.37;41.014214999065665,-5.196685999999999;0
ABADES;1;SEGOVIA;40;40001;835;ZORITA MANZO;;;-4.267874;40.91634;393233.9;4530243.86;40.91633999906611,-4.267874;0
ADRADOS;3;SEGOVIA;40;40003;125;COMARCA DE LA CHURRERIA,PINARES;;;-4.115625;41.368595;406698.11;4580276.28;41.36859499906413,-4.115625;0
ALDEALCORVO;6;SEGOVIA;40;40006;19;LA SIERRA;;;-3.791299;41.244002;433696.27;4566145.99;41.24400199906466,-3.791299;0
ALDEALENGUA DE PEDRAZA;7;SEGOVIA;40;40007;80;;;;-3.806052;41.064036;432275.11;4546178.69;41.064035999065446,-3.806052;0
ALDEANUEVA DE LA SERREZUELA;9;SEGOVIA;40;40009;42;VALLE DEL RIO RIAZA;;;-3.782959;41.460917;434612.56;4590221.11;41.460916999063755,-3.7829590000000004;0
ANAYA;17;SEGOVIA;40;40017;122;ZORITA MANZO;;;-4.308288;40.990574;389953.96;4538534.93;40.990573999065774,-4.308288;0
ARAHUETES;19;SEGOVIA;40;40019;28;;;;-3.85695;41.137805;428079.11;4554408.8;41.1378049990651,-3.8569500000000008;0
AREVALILLO DE CEGA;21;SEGOVIA;40;40021;17;;;;-3.88924;41.16163;425396.1;4557080.83;41.161629999065006,-3.8892399999999996;0
BERCIAL;28;SEGOVIA;40;40028;104;ZORITA MANZO;;;-4.436307;40.905871;379030.84;4529300.93;40.90587099906616,-4.436306999999999;0
CABAÑAS DE POLENDOS;35;SEGOVIA;40;40035;184;ERESMA;;;-4.109837;41.067169;406755.06;4546806.79;41.06716899906543,-4.109837000000001;0
CAMPO DE SAN PEDRO;39;SEGOVIA;40;40039;250;NUESTRA SEÑORA DE HORNUEZ;;;-3.548563;41.429832;454165.96;4586619.49;41.42983199906389,-3.548563;0
CANTALEJO;40;SEGOVIA;40;40040;3522;;VALDESIMONTE;;-3.927067;41.258455;422337.13;4567863.03;41.25845499906458,-3.927067;0
CASTILLEJO DE MESLEON;46;SEGOVIA;40;40046;120;NUESTRA SEÑORA DE HORNUEZ;;;-3.600959;41.280939;449673.52;4570118.82;41.2809389990645,-3.600959;0
CEREZO DE ABAJO;53;SEGOVIA;40;40053;115;LA SIERRA;;;-3.592566;41.217531;450328.35;4563074.77;41.21753099906477,-3.592566;0
COBOS DE FUENTIDUEÑA;56;SEGOVIA;40;40056;34;;;;-3.928964;41.382143;422325.26;4581596.29;41.38214299906408,-3.9289639999999997;0
CORRAL DE AYLLÓN;61;SEGOVIA;40;40061;71;NORDESTE;;;-3.459316;41.391318;461600.13;4582300.33;41.39131799906404,-3.4593159999999994;0
ENCINAS;71;SEGOVIA;40;40071;40;NUESTRA SEÑORA DE HORNUEZ;;;-3.668523;41.374769;444095.68;4580576.95;41.374768999064116,-3.668523000000001;0
ESCARABAJOSA DE CABEZAS;74;SEGOVIA;40;40074;289;RIO PIRON (MAMPI),SEGOVIA CENTRO;;;-4.194629;41.104056;399687.07;4550995.9;41.10405599906525,-4.194629;0
FUENTEPIÑEL;87;SEGOVIA;40;40087;81;;;;-4.042907;41.400317;412822.16;4583722.37;41.400316999063996,-4.042906999999999;0
GOMEZSERRACÍN;95;SEGOVIA;40;40095;660;DEL MALUCAS (MANDEM);;;-4.32596;41.288367;388970.9;4571617.15;41.28836699906447,-4.32596;0
ITUERO Y LAMA;104;SEGOVIA;40;40104;397;INTERPROVINCIAL CASTELLANA;;;-4.377497;40.800284;383799.79;4517499.9;40.80028399906665,-4.377497;0
LAGUNA DE CONTRERAS;108;SEGOVIA;40;40108;106;;VIVAR DE FUENTIDUEÑA;;-4.028542;41.494512;414147.26;4594165.49;41.49451199906363,-4.028541999999999;0
LOS HUERTOS;103;SEGOVIA;40;40103;171;ERESMA;;;-4.218681;41.010347;397521.99;4540620.85;41.01034699906568,-4.218680999999999;0
ALMARAZ DE DUERO;7;ZAMORA;49;49007;407;TIERRA DEL PAN;;;-5.915668;41.4741;256540.26;4595493.28;41.474099999063704,-5.915668;0
ALMEIDA DE SAYAGO;8;ZAMORA;49;49008;423;SAYAGUA;;;-6.075509;41.266208;242372.16;4572872.17;41.266207999064555,-6.075508999999999;0
ARGAÑÍN;12;ZAMORA;49;49012;72;SAYAGUA;;;-6.210181;41.438872;231799.97;4592453.16;41.43887199906385,-6.210181;0
ASPARIEGOS;16;ZAMORA;49;49016;234;TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.598533;41.673541;283690.53;4616793.41;41.67354099906293,-5.598533;0
ASTURIANOS;17;ZAMORA;49;49017;260;SANABRIA-CARBALLEDA;;;-6.489204;42.051862;211248.55;4661427.36;42.051861999061586,-6.489204;0
BENAVENTE;21;ZAMORA;49;49021;17523;BENAVENTE Y ALFOZ,ETAP BENAVENTE Y LOS VALLES;;;-5.680069;42.001729;278040.46;4653443.24;42.001728999061754,-5.680069;0
BENEGILES;22;ZAMORA;49;49022;302;NORTE-DUERO;;;-5.635101;41.627677;280490.47;4611793.39;41.627676999063105,-5.635101;0
BUSTILLO DEL ORO;30;ZAMORA;49;49030;81;NORTE-DUERO;;;-5.462556;41.675185;295015.67;4616643.4;41.67518499906293,-5.462556000000001;0
CAMARZANA DE TERA;33;ZAMORA;49;49033;767;ETAP BENAVENTE Y LOS VALLES,VALLE DEL TERA;SANTA MARTA DE TERA;;-6.026896;41.995064;249287.87;4653661.28;41.995063999061784,-6.026895999999999;0
